object_id,class,split,object_path
bathtub_0093,bathtub, train, bathtub/train/bathtub_0093.npy
bathtub_0094,bathtub, train, bathtub/train/bathtub_0094.npy
bathtub_0095,bathtub, train, bathtub/train/bathtub_0095.npy
bathtub_0096,bathtub, train, bathtub/train/bathtub_0096.npy
bathtub_0097,bathtub, train, bathtub/train/bathtub_0097.npy
bathtub_0098,bathtub, train, bathtub/train/bathtub_0098.npy
bathtub_0099,bathtub, train, bathtub/train/bathtub_0099.npy
bathtub_0100,bathtub, train, bathtub/train/bathtub_0100.npy
bathtub_0101,bathtub, train, bathtub/train/bathtub_0101.npy
bathtub_0102,bathtub, train, bathtub/train/bathtub_0102.npy
bathtub_0103,bathtub, train, bathtub/train/bathtub_0103.npy
bathtub_0104,bathtub, train, bathtub/train/bathtub_0104.npy
bathtub_0105,bathtub, train, bathtub/train/bathtub_0105.npy
bathtub_0106,bathtub, train, bathtub/train/bathtub_0106.npy
bed_0516,bed, test, bed/test/bed_0516.npy
bed_0517,bed, test, bed/test/bed_0517.npy
bed_0518,bed, test, bed/test/bed_0518.npy
bed_0519,bed, test, bed/test/bed_0519.npy
bed_0520,bed, test, bed/test/bed_0520.npy
bed_0521,bed, test, bed/test/bed_0521.npy
bed_0522,bed, test, bed/test/bed_0522.npy
bed_0523,bed, test, bed/test/bed_0523.npy
bed_0524,bed, test, bed/test/bed_0524.npy
bed_0525,bed, test, bed/test/bed_0525.npy
bed_0526,bed, test, bed/test/bed_0526.npy
bed_0527,bed, test, bed/test/bed_0527.npy
bed_0528,bed, test, bed/test/bed_0528.npy
bed_0529,bed, test, bed/test/bed_0529.npy
bed_0530,bed, test, bed/test/bed_0530.npy
bed_0531,bed, test, bed/test/bed_0531.npy
bed_0532,bed, test, bed/test/bed_0532.npy
bed_0533,bed, test, bed/test/bed_0533.npy
bed_0534,bed, test, bed/test/bed_0534.npy
bed_0535,bed, test, bed/test/bed_0535.npy
bed_0536,bed, test, bed/test/bed_0536.npy
bed_0537,bed, test, bed/test/bed_0537.npy
bed_0538,bed, test, bed/test/bed_0538.npy
bed_0539,bed, test, bed/test/bed_0539.npy
bed_0540,bed, test, bed/test/bed_0540.npy
bed_0541,bed, test, bed/test/bed_0541.npy
bed_0542,bed, test, bed/test/bed_0542.npy
bed_0543,bed, test, bed/test/bed_0543.npy
bed_0544,bed, test, bed/test/bed_0544.npy
bed_0545,bed, test, bed/test/bed_0545.npy
bed_0546,bed, test, bed/test/bed_0546.npy
bed_0547,bed, test, bed/test/bed_0547.npy
bed_0548,bed, test, bed/test/bed_0548.npy
bed_0549,bed, test, bed/test/bed_0549.npy
bed_0550,bed, test, bed/test/bed_0550.npy
bed_0551,bed, test, bed/test/bed_0551.npy
bed_0552,bed, test, bed/test/bed_0552.npy
bed_0553,bed, test, bed/test/bed_0553.npy
bed_0554,bed, test, bed/test/bed_0554.npy
bed_0555,bed, test, bed/test/bed_0555.npy
bed_0556,bed, test, bed/test/bed_0556.npy
bed_0557,bed, test, bed/test/bed_0557.npy
bed_0558,bed, test, bed/test/bed_0558.npy
bed_0559,bed, test, bed/test/bed_0559.npy
bed_0560,bed, test, bed/test/bed_0560.npy
bed_0561,bed, test, bed/test/bed_0561.npy
bed_0562,bed, test, bed/test/bed_0562.npy
bed_0563,bed, test, bed/test/bed_0563.npy
bed_0564,bed, test, bed/test/bed_0564.npy
bed_0565,bed, test, bed/test/bed_0565.npy
bed_0566,bed, test, bed/test/bed_0566.npy
bed_0567,bed, test, bed/test/bed_0567.npy
bed_0568,bed, test, bed/test/bed_0568.npy
bed_0569,bed, test, bed/test/bed_0569.npy
bed_0570,bed, test, bed/test/bed_0570.npy
bed_0571,bed, test, bed/test/bed_0571.npy
bed_0572,bed, test, bed/test/bed_0572.npy
bed_0573,bed, test, bed/test/bed_0573.npy
bed_0574,bed, test, bed/test/bed_0574.npy
bed_0575,bed, test, bed/test/bed_0575.npy
bed_0576,bed, test, bed/test/bed_0576.npy
bed_0577,bed, test, bed/test/bed_0577.npy
bed_0578,bed, test, bed/test/bed_0578.npy
bed_0579,bed, test, bed/test/bed_0579.npy
bed_0580,bed, test, bed/test/bed_0580.npy
bed_0581,bed, test, bed/test/bed_0581.npy
bed_0582,bed, test, bed/test/bed_0582.npy
bed_0583,bed, test, bed/test/bed_0583.npy
bed_0584,bed, test, bed/test/bed_0584.npy
bed_0585,bed, test, bed/test/bed_0585.npy
bed_0586,bed, test, bed/test/bed_0586.npy
bed_0587,bed, test, bed/test/bed_0587.npy
bed_0588,bed, test, bed/test/bed_0588.npy
bed_0589,bed, test, bed/test/bed_0589.npy
bed_0590,bed, test, bed/test/bed_0590.npy
bed_0591,bed, test, bed/test/bed_0591.npy
bed_0592,bed, test, bed/test/bed_0592.npy
bed_0593,bed, test, bed/test/bed_0593.npy
bed_0594,bed, test, bed/test/bed_0594.npy
bed_0595,bed, test, bed/test/bed_0595.npy
bed_0596,bed, test, bed/test/bed_0596.npy
bed_0597,bed, test, bed/test/bed_0597.npy
bed_0598,bed, test, bed/test/bed_0598.npy
bed_0599,bed, test, bed/test/bed_0599.npy
bed_0600,bed, test, bed/test/bed_0600.npy
bed_0601,bed, test, bed/test/bed_0601.npy
bed_0602,bed, test, bed/test/bed_0602.npy
bed_0603,bed, test, bed/test/bed_0603.npy
bed_0604,bed, test, bed/test/bed_0604.npy
bed_0605,bed, test, bed/test/bed_0605.npy
bed_0606,bed, test, bed/test/bed_0606.npy
bed_0607,bed, test, bed/test/bed_0607.npy
bed_0608,bed, test, bed/test/bed_0608.npy
bed_0609,bed, test, bed/test/bed_0609.npy
bed_0610,bed, test, bed/test/bed_0610.npy
bed_0611,bed, test, bed/test/bed_0611.npy
bed_0612,bed, test, bed/test/bed_0612.npy
bed_0613,bed, test, bed/test/bed_0613.npy
bed_0614,bed, test, bed/test/bed_0614.npy
bed_0615,bed, test, bed/test/bed_0615.npy
bed_0001,bed, train, bed/train/bed_0001.npy
bed_0002,bed, train, bed/train/bed_0002.npy
bed_0003,bed, train, bed/train/bed_0003.npy
bed_0004,bed, train, bed/train/bed_0004.npy
bed_0005,bed, train, bed/train/bed_0005.npy
bed_0006,bed, train, bed/train/bed_0006.npy
bed_0007,bed, train, bed/train/bed_0007.npy
bed_0008,bed, train, bed/train/bed_0008.npy
bed_0009,bed, train, bed/train/bed_0009.npy
bed_0010,bed, train, bed/train/bed_0010.npy
bed_0011,bed, train, bed/train/bed_0011.npy
bed_0012,bed, train, bed/train/bed_0012.npy
bed_0013,bed, train, bed/train/bed_0013.npy
bed_0014,bed, train, bed/train/bed_0014.npy
bed_0015,bed, train, bed/train/bed_0015.npy
bed_0016,bed, train, bed/train/bed_0016.npy
bed_0017,bed, train, bed/train/bed_0017.npy
bed_0018,bed, train, bed/train/bed_0018.npy
bed_0019,bed, train, bed/train/bed_0019.npy
bed_0020,bed, train, bed/train/bed_0020.npy
bed_0021,bed, train, bed/train/bed_0021.npy
bed_0022,bed, train, bed/train/bed_0022.npy
bed_0023,bed, train, bed/train/bed_0023.npy
bed_0024,bed, train, bed/train/bed_0024.npy
bed_0025,bed, train, bed/train/bed_0025.npy
bed_0026,bed, train, bed/train/bed_0026.npy
bed_0027,bed, train, bed/train/bed_0027.npy
bed_0028,bed, train, bed/train/bed_0028.npy
bed_0029,bed, train, bed/train/bed_0029.npy
bed_0030,bed, train, bed/train/bed_0030.npy
bed_0031,bed, train, bed/train/bed_0031.npy
bed_0032,bed, train, bed/train/bed_0032.npy
bed_0033,bed, train, bed/train/bed_0033.npy
bed_0034,bed, train, bed/train/bed_0034.npy
bed_0035,bed, train, bed/train/bed_0035.npy
bed_0036,bed, train, bed/train/bed_0036.npy
bed_0037,bed, train, bed/train/bed_0037.npy
bed_0038,bed, train, bed/train/bed_0038.npy
bed_0039,bed, train, bed/train/bed_0039.npy
bed_0040,bed, train, bed/train/bed_0040.npy
bed_0041,bed, train, bed/train/bed_0041.npy
bed_0042,bed, train, bed/train/bed_0042.npy
bed_0043,bed, train, bed/train/bed_0043.npy
bed_0044,bed, train, bed/train/bed_0044.npy
bed_0045,bed, train, bed/train/bed_0045.npy
bed_0046,bed, train, bed/train/bed_0046.npy
bed_0047,bed, train, bed/train/bed_0047.npy
bed_0048,bed, train, bed/train/bed_0048.npy
bed_0049,bed, train, bed/train/bed_0049.npy
bed_0050,bed, train, bed/train/bed_0050.npy
bed_0051,bed, train, bed/train/bed_0051.npy
bed_0052,bed, train, bed/train/bed_0052.npy
bed_0053,bed, train, bed/train/bed_0053.npy
bed_0054,bed, train, bed/train/bed_0054.npy
bed_0055,bed, train, bed/train/bed_0055.npy
bed_0056,bed, train, bed/train/bed_0056.npy
bed_0057,bed, train, bed/train/bed_0057.npy
bed_0058,bed, train, bed/train/bed_0058.npy
bed_0059,bed, train, bed/train/bed_0059.npy
bed_0060,bed, train, bed/train/bed_0060.npy
bed_0061,bed, train, bed/train/bed_0061.npy
bed_0062,bed, train, bed/train/bed_0062.npy
bed_0063,bed, train, bed/train/bed_0063.npy
bed_0064,bed, train, bed/train/bed_0064.npy
bed_0065,bed, train, bed/train/bed_0065.npy
bed_0066,bed, train, bed/train/bed_0066.npy
bed_0067,bed, train, bed/train/bed_0067.npy
bed_0068,bed, train, bed/train/bed_0068.npy
bed_0069,bed, train, bed/train/bed_0069.npy
bed_0070,bed, train, bed/train/bed_0070.npy
bed_0071,bed, train, bed/train/bed_0071.npy
bed_0072,bed, train, bed/train/bed_0072.npy
bed_0073,bed, train, bed/train/bed_0073.npy
bed_0074,bed, train, bed/train/bed_0074.npy
bed_0075,bed, train, bed/train/bed_0075.npy
bed_0076,bed, train, bed/train/bed_0076.npy
bed_0077,bed, train, bed/train/bed_0077.npy
bed_0078,bed, train, bed/train/bed_0078.npy
bed_0079,bed, train, bed/train/bed_0079.npy
bed_0080,bed, train, bed/train/bed_0080.npy
bed_0081,bed, train, bed/train/bed_0081.npy
bed_0082,bed, train, bed/train/bed_0082.npy
bed_0083,bed, train, bed/train/bed_0083.npy
bed_0084,bed, train, bed/train/bed_0084.npy
bed_0085,bed, train, bed/train/bed_0085.npy
bed_0086,bed, train, bed/train/bed_0086.npy
bed_0087,bed, train, bed/train/bed_0087.npy
bed_0088,bed, train, bed/train/bed_0088.npy
bed_0089,bed, train, bed/train/bed_0089.npy
bed_0090,bed, train, bed/train/bed_0090.npy
bed_0091,bed, train, bed/train/bed_0091.npy
bed_0092,bed, train, bed/train/bed_0092.npy
bed_0093,bed, train, bed/train/bed_0093.npy
bed_0094,bed, train, bed/train/bed_0094.npy
bed_0095,bed, train, bed/train/bed_0095.npy
bed_0096,bed, train, bed/train/bed_0096.npy
bed_0097,bed, train, bed/train/bed_0097.npy
bed_0098,bed, train, bed/train/bed_0098.npy
bed_0099,bed, train, bed/train/bed_0099.npy
bed_0100,bed, train, bed/train/bed_0100.npy
bed_0101,bed, train, bed/train/bed_0101.npy
bed_0102,bed, train, bed/train/bed_0102.npy
bed_0103,bed, train, bed/train/bed_0103.npy
bed_0104,bed, train, bed/train/bed_0104.npy
bed_0105,bed, train, bed/train/bed_0105.npy
bed_0106,bed, train, bed/train/bed_0106.npy
bed_0107,bed, train, bed/train/bed_0107.npy
bed_0108,bed, train, bed/train/bed_0108.npy
bed_0109,bed, train, bed/train/bed_0109.npy
bed_0110,bed, train, bed/train/bed_0110.npy
bed_0111,bed, train, bed/train/bed_0111.npy
bed_0112,bed, train, bed/train/bed_0112.npy
bed_0113,bed, train, bed/train/bed_0113.npy
bed_0114,bed, train, bed/train/bed_0114.npy
bed_0115,bed, train, bed/train/bed_0115.npy
bed_0116,bed, train, bed/train/bed_0116.npy
bed_0117,bed, train, bed/train/bed_0117.npy
bed_0118,bed, train, bed/train/bed_0118.npy
bed_0119,bed, train, bed/train/bed_0119.npy
bed_0120,bed, train, bed/train/bed_0120.npy
bed_0121,bed, train, bed/train/bed_0121.npy
bed_0122,bed, train, bed/train/bed_0122.npy
bed_0123,bed, train, bed/train/bed_0123.npy
bed_0124,bed, train, bed/train/bed_0124.npy
bed_0125,bed, train, bed/train/bed_0125.npy
bed_0126,bed, train, bed/train/bed_0126.npy
bed_0127,bed, train, bed/train/bed_0127.npy
bed_0128,bed, train, bed/train/bed_0128.npy
bed_0129,bed, train, bed/train/bed_0129.npy
bed_0130,bed, train, bed/train/bed_0130.npy
bed_0131,bed, train, bed/train/bed_0131.npy
bed_0132,bed, train, bed/train/bed_0132.npy
bed_0133,bed, train, bed/train/bed_0133.npy
bed_0134,bed, train, bed/train/bed_0134.npy
bed_0135,bed, train, bed/train/bed_0135.npy
bed_0136,bed, train, bed/train/bed_0136.npy
bed_0137,bed, train, bed/train/bed_0137.npy
bed_0138,bed, train, bed/train/bed_0138.npy
bed_0139,bed, train, bed/train/bed_0139.npy
bed_0140,bed, train, bed/train/bed_0140.npy
bed_0141,bed, train, bed/train/bed_0141.npy
bed_0142,bed, train, bed/train/bed_0142.npy
bed_0143,bed, train, bed/train/bed_0143.npy
bed_0144,bed, train, bed/train/bed_0144.npy
bed_0145,bed, train, bed/train/bed_0145.npy
bed_0146,bed, train, bed/train/bed_0146.npy
bed_0147,bed, train, bed/train/bed_0147.npy
bed_0148,bed, train, bed/train/bed_0148.npy
bed_0149,bed, train, bed/train/bed_0149.npy
bed_0150,bed, train, bed/train/bed_0150.npy
bed_0151,bed, train, bed/train/bed_0151.npy
bed_0152,bed, train, bed/train/bed_0152.npy
bed_0153,bed, train, bed/train/bed_0153.npy
bed_0154,bed, train, bed/train/bed_0154.npy
bed_0155,bed, train, bed/train/bed_0155.npy
bed_0156,bed, train, bed/train/bed_0156.npy
bed_0157,bed, train, bed/train/bed_0157.npy
bed_0158,bed, train, bed/train/bed_0158.npy
bed_0159,bed, train, bed/train/bed_0159.npy
bed_0160,bed, train, bed/train/bed_0160.npy
bed_0161,bed, train, bed/train/bed_0161.npy
bed_0162,bed, train, bed/train/bed_0162.npy
bed_0163,bed, train, bed/train/bed_0163.npy
bed_0164,bed, train, bed/train/bed_0164.npy
bed_0165,bed, train, bed/train/bed_0165.npy
bed_0166,bed, train, bed/train/bed_0166.npy
bed_0167,bed, train, bed/train/bed_0167.npy
bed_0168,bed, train, bed/train/bed_0168.npy
bed_0169,bed, train, bed/train/bed_0169.npy
bed_0170,bed, train, bed/train/bed_0170.npy
bed_0171,bed, train, bed/train/bed_0171.npy
bed_0172,bed, train, bed/train/bed_0172.npy
bed_0173,bed, train, bed/train/bed_0173.npy
bed_0174,bed, train, bed/train/bed_0174.npy
bed_0175,bed, train, bed/train/bed_0175.npy
bed_0176,bed, train, bed/train/bed_0176.npy
bed_0177,bed, train, bed/train/bed_0177.npy
bed_0178,bed, train, bed/train/bed_0178.npy
bed_0179,bed, train, bed/train/bed_0179.npy
bed_0180,bed, train, bed/train/bed_0180.npy
bed_0181,bed, train, bed/train/bed_0181.npy
bed_0182,bed, train, bed/train/bed_0182.npy
bed_0183,bed, train, bed/train/bed_0183.npy
bed_0184,bed, train, bed/train/bed_0184.npy
bed_0185,bed, train, bed/train/bed_0185.npy
bed_0186,bed, train, bed/train/bed_0186.npy
bed_0187,bed, train, bed/train/bed_0187.npy
bed_0188,bed, train, bed/train/bed_0188.npy
bed_0189,bed, train, bed/train/bed_0189.npy
bed_0190,bed, train, bed/train/bed_0190.npy
bed_0191,bed, train, bed/train/bed_0191.npy
bed_0192,bed, train, bed/train/bed_0192.npy
bed_0193,bed, train, bed/train/bed_0193.npy
bed_0194,bed, train, bed/train/bed_0194.npy
bed_0195,bed, train, bed/train/bed_0195.npy
bed_0196,bed, train, bed/train/bed_0196.npy
bed_0197,bed, train, bed/train/bed_0197.npy
bed_0198,bed, train, bed/train/bed_0198.npy
bed_0199,bed, train, bed/train/bed_0199.npy
bed_0200,bed, train, bed/train/bed_0200.npy
bed_0201,bed, train, bed/train/bed_0201.npy
bed_0202,bed, train, bed/train/bed_0202.npy
bed_0203,bed, train, bed/train/bed_0203.npy
bed_0204,bed, train, bed/train/bed_0204.npy
bed_0205,bed, train, bed/train/bed_0205.npy
bed_0206,bed, train, bed/train/bed_0206.npy
bed_0207,bed, train, bed/train/bed_0207.npy
bed_0208,bed, train, bed/train/bed_0208.npy
bed_0209,bed, train, bed/train/bed_0209.npy
bed_0210,bed, train, bed/train/bed_0210.npy
bed_0211,bed, train, bed/train/bed_0211.npy
bed_0212,bed, train, bed/train/bed_0212.npy
bed_0213,bed, train, bed/train/bed_0213.npy
bed_0214,bed, train, bed/train/bed_0214.npy
bed_0215,bed, train, bed/train/bed_0215.npy
bed_0216,bed, train, bed/train/bed_0216.npy
bed_0217,bed, train, bed/train/bed_0217.npy
bed_0218,bed, train, bed/train/bed_0218.npy
bed_0219,bed, train, bed/train/bed_0219.npy
bed_0220,bed, train, bed/train/bed_0220.npy
bed_0221,bed, train, bed/train/bed_0221.npy
bed_0222,bed, train, bed/train/bed_0222.npy
bed_0223,bed, train, bed/train/bed_0223.npy
bed_0224,bed, train, bed/train/bed_0224.npy
bed_0225,bed, train, bed/train/bed_0225.npy
bed_0226,bed, train, bed/train/bed_0226.npy
bed_0227,bed, train, bed/train/bed_0227.npy
bed_0228,bed, train, bed/train/bed_0228.npy
bed_0229,bed, train, bed/train/bed_0229.npy
bed_0230,bed, train, bed/train/bed_0230.npy
bed_0231,bed, train, bed/train/bed_0231.npy
bed_0232,bed, train, bed/train/bed_0232.npy
bed_0233,bed, train, bed/train/bed_0233.npy
bed_0234,bed, train, bed/train/bed_0234.npy
bed_0235,bed, train, bed/train/bed_0235.npy
bed_0236,bed, train, bed/train/bed_0236.npy
bed_0237,bed, train, bed/train/bed_0237.npy
bed_0238,bed, train, bed/train/bed_0238.npy
bed_0239,bed, train, bed/train/bed_0239.npy
bed_0240,bed, train, bed/train/bed_0240.npy
bed_0241,bed, train, bed/train/bed_0241.npy
bed_0242,bed, train, bed/train/bed_0242.npy
bed_0243,bed, train, bed/train/bed_0243.npy
bed_0244,bed, train, bed/train/bed_0244.npy
bed_0245,bed, train, bed/train/bed_0245.npy
bed_0246,bed, train, bed/train/bed_0246.npy
bed_0247,bed, train, bed/train/bed_0247.npy
bed_0248,bed, train, bed/train/bed_0248.npy
bed_0249,bed, train, bed/train/bed_0249.npy
bed_0250,bed, train, bed/train/bed_0250.npy
bed_0251,bed, train, bed/train/bed_0251.npy
bed_0252,bed, train, bed/train/bed_0252.npy
bed_0253,bed, train, bed/train/bed_0253.npy
